Beat Master,,,,,,,,,,,,
,,,,,,,,,Printed by ITD436_OP1 at 22/05/2026 12:26:58,,,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2021CU0122,F15 JITENDER GUPTA,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2021CU0123,F16 SACHIN SARDAR,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2021CU0124,F17 PANDU BISWAS,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2021CU0125,F18 R K JANA,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2022CU0106,F19 NEW LUCKY,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0252,F2 KASHMIR STORES,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2022CU0107,F20 NEW KASHI,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2022CU0108,F21 RAGHU PAN SHOP,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2022CU0109,F22 BAHAR PAN,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2022CU0110,F23 NOBEL DAS,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0253,F3 H C PANDA,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0254,F4 SRIKANT SINGH,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0255,F5 DILIP PAN,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0256,F6 DURGA STORES,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0357,F7 PANDU BISWAS,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0358,F8 MAA DURGA STORES,Active,Daily,24-02-2017 12:33,
11881,F,16 - Convenience Ds CDM,Active,61,SARAT BOSE ROAD CG,31-12-2099,118EXP2020CU0359,F9 MISHRA CABIN,Active,Daily,24-02-2017 12:33,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0257,G1 MANIK PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0090,G10 TARAK PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0091,G11 GUPTA PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0246,G12 BAPI TEA,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0247,G13 ALO TEA,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0248,G14 SWAPAN STORE,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0249,G15 BENARASHI PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0250,G16 JOYTI TEA STALL,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0251,G17 PANCHU PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0252,G18 MD IDRRES,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0253,G19 SUBHASH PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118DMS042600312,G-1A MANIK PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0258,G2 BACHU PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0254,G20 MUNNA PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2022CU0255,G21 BHAGAT PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118DMS042600313,G-2A BACHU PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0259,G3 BONAMALI PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118DMS042600314,G-3A BONAMALI PAN,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0398,G4 BANTI BIBI,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118DMS042600315,G-4A BANTI BIDI,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0399,G5 T K SENAPATI,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118DMS042600316,G-5A T K SENAPATI,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0401,G6 N C HALDER,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0402,G7 N C ROY,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0400,G8 MERA RANI SARKAR,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2020CU0403,G9 KANAI LAL PURKAST,Active,Daily,10-05-2017 16:02,
11882,G,16 - Convenience Ds CDM,Active,78,D P S CG,31-12-2099,118EXP2018CU0015,ROUTE 19,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2020CU0260,H1 JAHAR PAN,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0113,H10 JOHAR BARUI,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0114,H11 MD HALIM,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0256,H12 D PAN,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0257,H13 RAKESH PAN,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0258,H14 SURESH SHAW,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0259,H15 SK YASHIN,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0260,H16 ANJUM PAN SHOP,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0261,H17 SUKUMAR BIDI,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0262,H18 RAJENDRA STORES,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0263,H19 RAJESH SHAW,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2020CU0261,H2 S K SALAUDDIN,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0264,H20 CHOURASIA PAN BHANDAR,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0265,H21 SRI BISHANU,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2020CU0262,H3 SURENDAR SHOW,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2020CU0422,H4 MOLOY DAS,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2020CU0423,H5 JAHAR BARUI,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2020CU0424,H6 SURENDAR BARICK,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2020CU0425,H7 GANAPATI PARAI,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0111,H8 SINGH STORES,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2022CU0112,H9 BIDYADHAR MAHATO,Active,Daily,10-05-2017 16:02,
11883,H,16 - Convenience Ds CDM,Active,70,CHETLA HUT TO GOPALNAGAR CG,31-12-2099,118EXP2018CU0013,ROUTE 22,Active,Daily,10-05-2017 16:02,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0263,I1 BHASKAR BHUTIYA,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0463,I10 DUTTA VARIETY,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0027,I11 LAKSHMAN SHAW,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0028,I12 LOKENATH BABA STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0029,I13 B STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0030,I14 SAHA STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0031,I15 MOTILAL SHAW,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0266,I16 R P SHAW,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0267,I17 B MAHATO,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0268,I18 DUTTA STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0269,I19 JITENDAR SHAW,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0264,I2 B PAN,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0270,I20 T K DAS,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0271,I21 SOURADIP SADDAR,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0272,I22 DILIP KUNDU,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0273,I23 AVISHAK STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0274,I24 SREEMA STOTES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2022CU0275,I25 SANJU MAITY,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0037,I26 ABHISHAK STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0038,I27 SAHADEV,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0039,I28 SABITA STORE,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0040,I29 CITY VARIETY,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0265,I3 AVISHEK STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0041,I30 SANJOY STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0042,I31 DEBOBRATO BHATTACHARJEE,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0043,I32 DILIP SAHA,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2023CU0044,I33 SENAPATI PAN,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0266,I4 P MISHRA,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0456,I5 B L PAN SHOP,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0457,I6 N C ROY,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0458,I7 GHOSH PAN SHOP,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0459,I8 LOKENATH STORES,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2020CU0462,I9 SAMANTA PAN STORE,Active,Daily,24-02-2017 12:38,
11884,I,16 - Convenience Ds CDM,Active,65,KALIGHAT 5 CG,31-12-2099,118EXP2017CU1254,ROUTE 4,Active,Daily,24-02-2017 12:38,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0267,J1 TARA MA STORES,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0033,J10 NEPAL MANNA,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0034,J11 RAJESH PAN,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0035,J12 NASKAR HOTEL,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0036,J13 BUDHI PAN,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0037,J14 ALOKE SAMANTA,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0038,J15 TAKHAN BIRI,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0276,J16 CHAURASIA PAN SHOP,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0277,J17 SADHUKHAN STORES,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0278,J18 GOPAL HALDER,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0279,J19 HARADHAN DASHMUKH,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0268,J2 SHANTI STORES,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0280,J20 B P CHOURASIA,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0281,J21 ANNAPURNA PURNA COFFEE CENTRE,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0282,J22 UDAY SANKAR DEY,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0283,J23 SUBRATA STORES,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0284,J24 UDAY KIRTAN,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0285,J25 MILLENNIUM PAPER HOUSE,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0269,J3 B K MANNA,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0270,J4 BISHAL PAN,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0418,J5 BISWANATH KIRTAN,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0419,J6 ALOKE DAS,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0420,J7 SHANTI PAUL,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2020CU0421,J8 GOPAL MANNA,Active,Daily,10-05-2017 16:02,
11885,J,16 - Convenience Ds CDM,Active,76,ROY BHADUR ROAD CG,31-12-2099,118EXP2022CU0032,J9 GAUTAM BIRI,Active,Daily,10-05-2017 16:02,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0271,K1 JITEN BHAGAT,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0379,K10 RAMASISH SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0080,K11 H SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0081,K12 BALOK RAM GUPTA,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP20222CU0081,K13 UDAY SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0082,K14 RAMESH SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0083,K15 MAHESH SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0084,K16 SONA TEA,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0286,K17 RAJGRIHI SAH,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0287,K18 MAA STORES,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0288,K19 SHAW STORES,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0272,K2 D PRASAD,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0289,K20 BHAGABATI STORES,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0290,K21 R N SATTY,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0291,K22 DILIP SAHOO,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0292,K23 D P NAYAK,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0293,K24 RAMESH RAJJAK,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0294,K25 BHARAT SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2022CU0295,K26 SAHADEV SAHOO,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0273,K3 BABU SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0274,K4 ASHOK PRADHAN,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0363,K5 ARUN SINGH,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0375,K6 G C SHAW,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0376,K7 BABU;S,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0377,K8 CHOWRASIA TEA CORNER,Active,Daily,24-02-2017 12:29,
11886,K,16 - Convenience Ds CDM,Active,52,BHAWANIPORE CG,31-12-2099,118EXP2020CU0378,K9 M BERA,Active,Daily,24-02-2017 12:29,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2020CU0275,L1 TAPAS TEA,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0299,L10 BAPI STORES,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0300,L11 MANIK LAL SHAW,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0301,L12 BISWANATH BIDI,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0302,L13 BABU LAL PAN (SRIKANT),Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0303,L14 DILIP TEA,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU034,L15 S LILARAM,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0305,L16 BENARASHI DURGA PAN BHANDAR,Active,Daily,14-06-2024 12:27,
11887,L,16 - Convenience Ds CDM,Active,63,LAKE MARKET CG,31-12-2099,118EXP2022CU0306,L17 ALPANA,Active,Daily,14-06-2024 12:27,
